height,weight,gender,age,form,shoulder,sleeve,neck,chest,waist,stomach,hip,front_jacket,biceps,armhole,front_vest,back_length,crotch,pants_length,thight,lower_thight,calves,leg_opening_width
175.0,67.0,1,19,5,45.0,0.0,0.0,98.0,84,97,129,118,46,24,110,62,35,104,62,36,35,27
0.0,0.0,2,20,3,42.0,0.0,0.0,93.0,83,109,125,102,39,21,121,63,30,90,60,36,36,19
0.0,0.0,2,34,3,46.0,0.0,0.0,101.0,78,99,97,99,25,24,89,48,25,86,49,36,37,19
0.0,0.0,2,21,1,0.0,0.0,0.0,0.0,65,93,88,99,35,25,102,49,25,97,52,31,33,16
166.0,65.0,1,27,5,44.0,0.0,0.0,96.0,90,89,100,99,32,20,109,55,21,76,57,37,34,18
173.0,63.0,1,36,4,43.0,0.0,0.0,93.0,102,96,115,93,48,24,117,74,31,95,66,47,45,24
158.0,43.0,1,40,4,39.0,0.0,0.0,82.0,86,99,116,103,43,25,91,80,32,94,80,41,48,18
0.0,0.0,2,35,3,0.0,0.0,0.0,0.0,84,90,126,91,39,25,97,56,35,102,52,49,39,17
0.0,0.0,2,17,4,46.0,0.0,0.0,108.0,70,78,107,94,26,22,109,41,29,85,52,33,38,30
178.0,84.0,2,25,4,50.0,0.0,0.0,105.0,67,98,83,106,29,21,82,49,23,77,60,30,39,17
0.0,0.0,2,16,5,0.0,0.0,0.0,0.0,64,95,97,106,34,25,100,45,25,70,47,35,34,23
0.0,0.0,1,21,2,46.0,61.0,37.0,103.0,85,99,82,89,26,25,90,55,26,80,41,39,39,20
0.0,0.0,2,40,2,0.0,0.0,0.0,0.0,102,91,109,113,31,22,92,66,27,89,58,49,37,16
160.0,64.0,1,46,2,45.0,0.0,0.0,97.0,79,95,87,108,29,23,102,45,21,96,49,31,37,29
172.0,76.0,1,36,1,45.0,0.0,0.0,101.0,80,87,121,93,39,25,111,58,27,106,58,49,48,27
0.0,0.0,2,40,4,0.0,0.0,0.0,0.0,84,98,129,121,45,21,110,58,28,92,74,42,44,16
169.0,63.0,2,43,2,0.0,0.0,0.0,0.0,64,87,102,82,25,25,100,50,20,71,42,40,37,15
180.0,75.0,2,33,5,45.0,61.0,40.0,95.0,76,75,85,100,27,23,90,55,23,72,46,32,40,20
0.0,0.0,2,33,3,0.0,0.0,0.0,0.0,72,87,99,105,30,20,110,58,29,93,44,35,38,20
168.0,60.0,2,30,4,44.0,56.0,39.0,98.0,86,91,102,98,27,23,107,46,20,82,43,36,40,20
54.0,163.0,2,38,1,38.0,0.0,0.0,89.0,74,73,101,104,34,21,100,40,26,84,51,31,30,21
159.0,60.0,1,30,4,44.0,0.0,0.0,94.0,73,78,85,80,34,21,99,57,22,78,50,40,40,16
166.0,65.0,2,21,3,0.0,0.0,0.0,0.0,77,90,103,97,50,23,115,55,27,99,70,48,40,16
0.0,0.0,1,16,2,44.0,0.0,0.0,97.0,67,84,91,92,35,20,89,52,30,85,40,37,33,19
175.0,92.0,2,29,1,48.0,0.0,0.0,114.0,72,93,128,126,31,20,104,50,26,91,73,38,43,16
158.0,48.0,2,30,1,39.0,55.0,37.0,87.0,77,78,89,105,30,20,99,60,20,79,57,33,35,21
164.0,72.0,2,18,2,0.0,0.0,0.0,0.0,88,79,100,99,28,21,88,58,23,73,46,35,40,15
0.0,0.0,2,40,5,45.0,0.0,41.0,91.0,75,85,105,85,25,21,81,49,25,94,52,31,34,17
0.0,0.0,1,17,5,0.0,0.0,0.0,0.0,83,86,98,96,29,21,84,42,24,74,52,34,30,19
165.0,55.0,2,19,2,41.0,0.0,0.0,86.0,104,99,120,128,36,22,124,55,25,107,73,47,41,21
170.0,67.0,1,19,4,44.0,0.0,0.0,95.0,78,86,107,95,27,25,84,40,30,70,58,32,40,20
172.0,67.0,1,41,1,43.0,0.0,0.0,97.0,83,104,98,111,42,24,91,80,35,82,65,49,38,23
165.0,65.0,2,44,5,45.0,58.0,40.0,98.0,95,108,109,114,45,23,129,77,31,84,72,48,46,30
1.0,6.0,1,36,4,44.0,59.0,40.0,92.0,75,98,82,105,33,21,82,50,22,75,56,35,38,30
0.0,0.0,2,38,5,44.0,60.0,42.0,94.0,105,82,129,118,39,24,105,59,31,99,50,47,45,19
0.0,0.0,1,38,2,43.0,0.0,0.0,98.0,72,79,95,97,30,22,87,55,28,92,40,36,35,20
173.0,84.0,1,18,4,47.0,0.0,0.0,0.0,110,105,128,119,31,22,97,52,26,81,68,43,49,26
0.0,0.0,2,40,2,42.0,0.0,0.0,90.0,95,119,101,127,34,21,121,69,31,91,51,39,36,15
172.0,96.0,1,23,5,48.0,0.0,0.0,114.0,79,87,84,98,35,20,101,58,23,86,59,35,34,27
164.0,69.0,1,21,2,44.0,59.0,44.0,0.0,89,83,101,105,49,25,104,48,32,101,50,35,37,24
0.0,0.0,2,21,5,44.0,0.0,0.0,96.0,103,97,127,125,35,24,128,74,30,98,55,39,38,23
0.0,0.0,1,45,2,0.0,0.0,0.0,0.0,84,79,83,84,31,20,86,50,22,97,50,39,37,15
165.0,63.0,2,19,5,46.0,56.0,42.0,99.0,95,116,104,113,36,20,92,80,31,107,53,50,38,15
0.0,0.0,1,21,1,45.0,57.0,41.0,98.0,82,79,82,83,34,21,104,45,21,98,56,31,32,25
171.0,80.0,1,26,4,46.0,59.0,0.0,107.0,104,97,111,107,38,22,94,51,29,108,68,40,39,16
165.0,60.0,1,27,1,42.0,0.0,0.0,92.0,85,94,107,92,45,25,106,71,32,86,60,45,37,24
162.0,52.0,1,30,4,42.0,0.0,0.0,86.0,86,119,124,123,39,24,116,50,28,82,67,43,39,15
0.0,0.0,1,16,4,0.0,0.0,0.0,0.0,84,99,122,116,42,24,121,59,35,95,59,38,36,15
186.0,90.0,1,21,3,48.0,0.0,0.0,106.0,82,112,123,97,31,21,93,65,34,101,64,38,46,19
0.0,0.0,1,50,4,4.0,61.0,42.0,1.0,115,89,103,95,43,23,122,58,28,108,56,40,42,27
163.0,62.0,1,41,4,43.0,0.0,0.0,95.0,110,116,130,93,32,25,95,49,26,101,51,43,49,18
0.0,0.0,2,35,3,48.0,59.0,43.0,103.0,87,119,116,117,43,22,108,63,28,110,80,35,39,20
162.0,67.0,1,50,1,46.0,0.0,0.0,102.0,73,87,82,81,32,25,106,43,21,99,40,35,37,23
179.0,81.0,1,19,3,47.0,0.0,0.0,106.0,106,85,100,98,50,21,120,45,27,102,74,42,41,30
0.0,0.0,1,16,3,41.0,0.0,0.0,87.0,98,116,95,119,48,23,114,56,31,103,58,44,43,30
164.0,67.0,2,45,4,44.0,0.0,0.0,100.0,84,110,109,118,46,24,128,45,26,103,66,43,39,27
0.0,0.0,1,38,1,45.0,0.0,0.0,97.0,89,71,92,97,35,22,90,46,28,71,49,32,31,29
0.0,0.0,1,45,2,0.0,0.0,0.0,0.0,92,106,119,100,45,21,96,72,27,80,68,35,45,26
0.0,0.0,1,18,3,46.0,61.0,40.0,102.0,119,96,98,95,34,24,102,66,33,85,60,50,45,30
173.0,70.0,1,33,5,47.0,0.0,0.0,101.0,116,87,96,130,45,24,97,74,32,101,50,42,37,25
0.0,0.0,2,41,3,47.0,0.0,0.0,111.0,111,120,121,98,39,24,126,77,27,110,79,46,44,29
0.0,0.0,2,16,3,0.0,0.0,0.0,0.0,85,72,81,103,35,22,102,48,29,77,47,40,37,20
171.0,64.0,1,34,2,44.0,0.0,0.0,95.0,72,88,95,96,33,22,103,58,27,100,44,37,31,23
0.0,0.0,1,48,2,0.0,0.0,0.0,0.0,82,90,113,107,48,21,120,61,33,109,60,35,40,26
0.0,0.0,2,41,3,44.0,0.0,0.0,95.0,78,114,107,105,39,23,117,69,26,92,50,44,42,18
0.0,0.0,2,33,2,0.0,0.0,0.0,0.0,73,82,88,83,34,20,87,53,29,85,48,30,37,23
171.0,65.0,2,48,1,0.0,0.0,0.0,0.0,84,89,105,81,32,23,110,48,29,100,55,30,32,26
163.0,62.0,1,23,5,0.0,0.0,0.0,0.0,70,78,89,83,30,21,84,44,24,87,60,33,31,30
162.0,58.0,2,19,3,41.0,0.0,0.0,89.0,106,83,126,120,39,23,112,51,27,96,78,36,36,20
165.0,73.0,2,17,5,46.0,0.0,0.0,102.0,79,80,101,85,25,24,96,55,23,84,51,40,37,23
0.0,0.0,2,39,5,46.0,60.0,42.0,98.0,83,84,100,88,27,25,92,49,25,99,41,35,36,30
0.0,0.0,2,48,3,43.0,0.0,0.0,89.0,74,99,94,92,35,20,109,42,27,85,46,38,30,23
165.0,60.0,2,38,4,44.0,0.0,0.0,96.0,85,88,107,106,30,21,83,50,21,88,54,38,32,21
171.0,100.0,1,26,2,0.0,0.0,0.0,0.0,79,75,92,91,28,25,85,52,21,87,60,36,38,26
161.0,50.0,1,16,2,44.0,56.0,39.0,87.0,87,95,110,104,32,25,93,56,30,109,66,45,43,24
165.0,62.0,2,31,2,42.0,0.0,0.0,92.0,106,85,129,92,46,25,116,55,27,103,67,48,44,28
166.0,58.0,2,25,4,43.0,56.0,39.0,91.0,68,79,80,86,28,24,106,45,21,74,60,40,34,15
165.0,60.0,1,16,4,0.0,0.0,0.0,0.0,70,88,82,106,29,25,92,45,25,98,54,40,39,16
0.0,0.0,1,16,1,44.0,0.0,0.0,95.0,117,104,111,102,46,25,110,54,33,104,62,40,49,29
183.0,87.0,1,17,4,48.0,63.0,42.0,109.0,82,99,90,112,32,20,109,66,27,92,68,44,49,26
180.0,79.0,1,30,5,0.0,0.0,0.0,0.0,110,111,126,118,39,25,121,65,25,90,73,46,47,27
178.0,77.0,2,45,5,44.0,60.0,41.0,101.0,115,87,90,127,32,22,108,79,27,105,52,46,43,19
168.0,67.0,1,47,4,45.0,0.0,0.0,99.0,61,84,82,96,29,23,104,57,25,94,41,36,33,24
166.0,65.0,1,17,5,0.0,0.0,0.0,0.0,78,99,106,98,38,24,130,58,26,86,73,35,40,24
163.0,72.0,2,27,4,46.0,56.0,43.0,104.0,108,95,120,105,45,23,114,80,30,109,50,46,39,27
168.0,58.0,2,35,3,44.0,58.0,40.0,93.0,82,100,81,102,32,22,89,58,27,79,41,36,38,21
165.0,70.0,2,25,3,0.0,0.0,0.0,0.0,82,81,108,96,27,24,104,47,27,92,42,39,33,25
170.0,63.0,2,41,5,44.0,58.0,41.0,96.0,67,87,81,97,34,25,92,44,26,73,58,36,34,28
168.0,60.0,1,50,4,43.0,0.0,0.0,97.0,82,100,103,87,34,24,82,43,30,85,57,36,31,19
0.0,0.0,1,39,5,43.0,0.0,0.0,93.0,112,98,96,104,36,22,121,50,27,106,79,49,41,20
0.0,0.0,1,35,5,0.0,0.0,0.0,0.0,83,93,104,124,48,22,104,52,35,102,70,37,50,18
0.0,0.0,2,19,3,0.0,0.0,0.0,0.0,112,97,118,113,42,24,121,63,26,103,79,44,44,22
175.0,88.0,1,30,3,0.0,0.0,0.0,0.0,61,84,94,87,34,20,99,54,22,77,46,35,35,29
171.0,73.0,1,37,4,0.0,0.0,0.0,0.0,98,113,102,116,36,24,101,65,30,86,77,44,40,30
164.0,58.0,2,27,4,42.0,0.0,0.0,91.0,102,102,124,110,48,21,98,80,29,102,55,50,39,22
0.0,0.0,1,19,5,0.0,0.0,0.0,0.0,74,83,100,89,29,22,88,60,28,75,55,35,38,27
0.0,0.0,2,29,5,0.0,0.0,0.0,0.0,111,88,111,112,37,23,124,56,28,87,77,45,46,30
163.0,75.0,2,22,4,44.5,54.0,40.0,102.0,66,94,109,93,30,23,96,59,30,86,55,39,33,24
0.0,0.0,2,27,2,45.0,61.0,42.0,104.0,80,95,80,94,29,24,90,48,30,96,49,35,35,24
167.0,63.0,1,29,1,43.0,0.0,0.0,95.0,61,88,82,89,26,25,109,56,20,80,54,40,40,24
0.0,0.0,2,23,5,44.0,0.0,0.0,0.0,91,82,124,114,38,22,97,45,27,83,56,37,36,29
169.0,62.0,2,18,3,0.0,0.0,0.0,0.0,66,72,104,96,29,23,82,40,20,72,51,33,34,29
0.0,0.0,1,46,1,0.0,0.0,0.0,0.0,83,85,85,104,32,22,96,60,23,83,51,38,34,18
0.0,0.0,2,33,2,46.0,0.0,0.0,96.0,96,88,118,104,30,23,95,56,26,106,57,44,42,24
165.0,50.0,1,20,2,42.0,57.0,38.0,87.0,77,98,100,91,29,23,103,48,21,86,42,40,40,15
170.0,67.0,1,31,2,44.0,0.0,0.0,96.0,96,110,127,126,44,20,90,55,29,102,55,44,39,15
0.0,0.0,2,45,4,47.0,61.0,40.0,109.0,101,109,110,111,35,22,109,47,31,108,62,47,44,25
0.0,0.0,1,17,4,0.0,0.0,0.0,0.0,75,83,85,106,35,22,110,44,26,88,57,36,40,20
163.0,63.0,2,16,1,0.0,0.0,0.0,0.0,96,85,101,129,36,21,122,60,25,92,60,44,48,15
173.0,78.0,1,20,1,0.0,0.0,0.0,0.0,85,79,97,104,26,20,98,40,27,94,52,30,31,21
168.0,77.0,2,25,4,45.0,0.0,0.0,104.0,76,110,102,124,50,20,101,73,30,86,52,47,50,16
175.0,85.0,1,41,2,0.0,0.0,0.0,0.0,78,85,83,101,27,23,105,43,23,88,53,38,38,20
0.0,0.0,1,44,4,43.0,0.0,40.0,92.0,92,85,118,101,42,20,100,47,25,108,69,38,36,22
0.0,0.0,1,40,3,42.0,0.0,0.0,95.0,77,114,106,91,48,25,101,63,27,103,79,36,40,25
0.0,0.0,2,18,2,44.0,56.0,40.0,93.0,120,90,109,117,40,20,104,72,30,80,61,46,43,20
163.0,58.0,1,49,5,0.0,0.0,0.0,0.0,86,92,93,98,31,20,90,51,23,90,42,30,34,21
166.0,60.0,2,41,5,44.0,57.0,40.0,95.0,75,94,100,100,43,20,113,52,32,100,65,48,39,24
170.0,68.0,2,26,2,44.0,58.0,42.0,102.0,67,84,101,88,25,20,110,50,21,72,46,35,37,28
0.0,0.0,1,23,1,43.0,0.0,0.0,92.0,88,79,89,110,26,21,94,48,25,82,44,32,33,18
0.0,0.0,1,33,5,48.0,0.0,0.0,103.0,79,113,99,129,40,24,125,77,28,98,55,46,43,20
169.0,63.0,2,42,2,44.0,60.0,40.0,95.0,82,109,103,97,42,21,107,61,30,85,75,35,40,30
0.0,0.0,1,29,5,44.0,0.0,0.0,0.0,89,81,86,83,34,21,97,40,27,85,45,32,31,24
0.0,0.0,1,45,1,0.0,0.0,0.0,0.0,118,83,96,107,40,23,119,76,25,103,69,42,43,26
178.0,83.0,2,36,4,46.0,0.0,0.0,101.0,76,84,91,99,36,21,111,46,32,102,61,50,47,24
172.0,70.0,2,34,2,43.0,63.0,39.0,99.0,88,98,86,90,31,24,89,47,30,93,50,35,32,24
160.0,51.0,1,29,1,0.0,0.0,0.0,0.0,69,93,102,90,34,20,106,53,22,82,51,33,39,28
167.0,67.0,2,25,2,45.0,60.0,39.0,94.0,86,109,129,125,32,24,121,49,28,99,53,39,37,20
165.0,60.0,2,31,5,44.5,56.0,43.0,100.0,82,81,90,86,26,20,91,52,28,99,57,34,32,30
0.0,0.0,1,47,2,47.0,0.0,0.0,106.0,71,78,83,99,28,20,98,59,26,95,44,36,36,19
0.0,0.0,2,38,4,50.0,61.0,44.0,0.0,71,96,126,125,37,22,92,62,26,109,56,44,41,30
173.0,85.0,2,19,1,0.0,0.0,0.0,0.0,68,88,84,84,25,21,81,49,26,80,41,35,32,15
165.0,65.0,1,37,5,46.0,60.0,44.0,102.0,84,77,81,104,29,22,104,55,22,98,54,34,39,26
170.0,60.0,1,40,2,44.0,0.0,0.0,96.0,94,98,119,123,37,25,126,73,32,85,61,49,45,16
173.0,66.0,2,22,1,0.0,0.0,0.0,0.0,95,96,111,97,30,25,108,70,31,105,68,39,50,26
0.0,0.0,1,23,1,0.0,0.0,0.0,0.0,76,82,95,101,29,20,83,56,25,87,50,35,32,15
0.0,0.0,2,19,2,47.0,63.0,44.0,103.0,88,93,123,120,35,21,128,68,34,86,75,37,39,22
183.0,85.0,2,38,4,47.0,65.0,43.0,106.0,79,95,103,95,28,24,91,44,21,77,60,30,36,26
0.0,0.0,1,28,1,0.0,0.0,0.0,0.0,89,83,93,90,25,23,89,44,22,79,50,32,34,20
170.0,56.0,1,24,2,0.0,0.0,0.0,0.0,104,115,94,129,42,24,95,66,33,103,79,37,37,18
170.0,65.0,2,49,3,46.0,58.5,41.0,96.0,93,88,122,106,34,22,105,45,25,85,58,39,48,30
165.0,62.0,1,24,3,43.0,57.0,38.0,95.0,63,80,110,97,35,24,83,50,25,93,49,35,40,16
176.0,79.0,2,42,5,49.0,60.0,42.0,103.0,95,120,114,117,30,23,90,62,25,108,63,42,40,22
169.0,64.0,2,46,1,0.0,0.0,0.0,0.0,79,94,93,100,33,23,103,58,22,70,46,37,36,16
170.0,69.0,1,32,1,45.0,0.0,0.0,100.0,80,96,94,93,25,25,106,50,26,71,43,37,39,18
170.0,65.0,2,21,2,0.0,0.0,0.0,0.0,107,104,107,103,31,23,97,64,35,102,52,36,38,15
0.0,0.0,1,40,5,48.0,60.0,43.0,105.0,88,78,81,96,30,23,104,58,29,83,49,36,37,25
0.0,0.0,1,48,2,0.0,0.0,0.0,0.0,90,81,109,96,49,20,121,73,30,98,71,48,45,16
165.0,70.0,2,23,2,43.0,56.0,40.0,98.0,104,114,124,121,50,20,101,72,32,101,59,37,43,23
164.0,56.0,2,25,2,40.0,0.0,0.0,91.0,90,93,97,86,29,21,105,53,27,94,41,31,36,24
0.0,0.0,2,31,3,44.0,57.0,42.0,98.0,66,75,92,101,35,23,106,56,21,82,53,32,39,24
158.0,52.0,2,17,1,43.0,0.0,0.0,95.0,80,93,80,80,27,22,96,55,23,99,51,40,35,29
160.0,54.0,1,30,4,42.0,0.0,0.0,90.0,66,76,107,109,32,20,98,54,24,92,58,36,38,16
0.0,0.0,1,26,4,0.0,0.0,0.0,0.0,74,117,100,94,41,24,105,75,34,81,66,45,42,29
0.0,0.0,2,34,3,0.0,0.0,0.0,0.0,109,117,104,107,32,21,125,69,31,90,67,39,46,20
0.0,0.0,2,28,5,0.0,0.0,0.0,0.0,64,84,84,98,30,21,85,41,24,78,59,40,40,27
155.0,55.0,2,25,1,0.0,0.0,0.0,0.0,87,77,98,99,35,21,93,48,20,93,46,39,40,20
0.0,0.0,1,48,1,0.0,0.0,0.0,0.0,70,98,90,101,27,24,102,55,24,88,60,37,32,19
0.0,0.0,2,19,1,0.0,0.0,0.0,118.0,103,89,130,101,49,25,103,59,29,83,77,41,49,16
178.0,57.0,2,22,1,45.0,61.0,39.0,89.0,66,86,81,87,35,24,92,41,24,80,58,37,30,20
168.0,55.0,2,45,4,41.0,0.0,0.0,86.0,87,97,109,89,34,24,95,51,29,84,54,36,37,16
160.0,68.0,1,22,2,0.0,0.0,0.0,0.0,75,79,80,89,25,25,97,50,28,83,51,35,36,25
178.0,98.0,2,45,2,50.0,64.0,46.0,112.0,77,98,101,120,40,21,90,56,29,108,69,43,49,21
0.0,0.0,1,42,3,43.0,58.0,40.5,97.0,81,90,108,104,33,20,99,47,25,73,47,38,36,26
0.0,0.0,1,42,4,0.0,0.0,0.0,0.0,116,110,118,90,43,23,128,45,25,108,54,37,47,26
180.0,72.0,1,33,3,46.0,0.0,0.0,96.0,88,84,90,90,46,25,120,67,29,106,53,37,38,17
0.0,0.0,2,42,4,0.0,0.0,0.0,0.0,104,85,129,104,47,22,102,46,26,85,64,44,41,29
166.0,78.0,1,31,1,0.0,0.0,0.0,0.0,88,100,85,88,26,21,81,50,24,81,55,37,31,30
1.0,9.0,2,17,3,0.0,0.0,0.0,0.0,107,100,110,97,33,25,118,46,27,98,51,43,36,26
170.0,64.0,1,19,1,0.0,0.0,0.0,0.0,75,87,89,99,29,20,101,41,30,89,53,31,32,24
170.0,64.0,1,37,5,44.0,58.0,43.0,95.0,119,93,107,96,30,25,98,52,25,98,75,49,40,26
0.0,0.0,2,46,2,44.0,0.0,0.0,96.0,98,114,123,124,46,22,129,54,28,83,75,42,50,23
176.0,90.0,1,34,3,0.0,0.0,0.0,0.0,72,73,105,92,26,24,82,43,26,76,44,39,33,30
0.0,0.0,2,32,1,42.0,55.0,0.0,86.0,93,95,106,129,37,20,108,65,26,103,71,36,47,26
156.0,55.0,1,29,5,45.0,58.0,37.0,90.0,80,75,84,98,30,23,94,41,23,85,59,39,39,20
0.0,0.0,2,24,1,42.0,0.0,0.0,90.0,79,98,90,98,36,20,123,56,27,105,50,42,46,26
0.0,0.0,2,27,4,45.0,57.0,39.0,98.0,81,100,89,92,33,25,103,46,27,82,54,40,32,27
175.0,73.0,1,34,1,0.0,0.0,0.0,0.0,60,74,80,103,31,22,88,43,23,90,44,40,38,16
169.0,68.0,2,28,1,0.0,0.0,0.0,0.0,111,102,107,95,40,23,92,58,31,105,59,37,50,24
0.0,0.0,2,28,4,46.0,60.0,41.0,104.0,83,96,110,89,28,24,99,57,28,79,60,34,38,15
177.0,85.0,2,34,1,0.0,0.0,0.0,0.0,62,90,94,80,34,25,102,52,21,96,43,35,34,18
158.0,56.0,1,40,2,0.0,0.0,0.0,0.0,62,71,101,91,26,22,108,53,22,71,56,37,39,16
169.0,67.0,2,21,1,0.0,0.0,0.0,0.0,77,85,109,130,32,21,118,65,34,84,58,44,45,16
174.0,65.0,2,19,3,44.0,61.0,38.0,95.0,75,78,93,86,33,21,85,51,23,100,51,36,39,19
0.0,0.0,1,25,3,1.0,10.0,22.0,23.0,63,81,100,81,26,23,82,54,21,78,60,32,35,29
0.0,0.0,1,16,1,44.0,0.0,0.0,95.0,114,103,111,118,38,21,103,72,35,98,54,47,47,19
1.0,4.0,1,28,4,0.0,0.0,0.0,0.0,92,101,100,99,45,21,123,80,29,86,68,49,39,27
0.0,0.0,1,36,1,45.0,59.0,41.0,97.0,108,96,103,115,35,22,101,67,26,94,80,36,49,19
180.0,68.0,2,34,2,46.0,0.0,0.0,93.0,102,97,113,128,46,24,110,52,33,85,68,39,36,17
0.0,0.0,2,49,3,43.0,56.0,42.0,0.0,83,79,108,102,25,21,84,58,24,79,59,31,40,25
167.0,70.0,1,17,5,46.0,0.0,0.0,101.0,84,87,105,107,34,22,89,54,24,83,54,34,35,24
0.0,0.0,2,35,5,47.0,61.0,40.0,99.0,110,104,100,98,32,23,120,46,29,104,58,38,41,29
170.0,63.0,2,38,2,0.0,0.0,0.0,0.0,71,98,82,100,27,23,93,42,26,97,58,33,35,16
158.0,60.0,2,22,5,46.0,0.0,0.0,99.0,60,74,94,110,35,23,93,48,20,75,49,38,31,21
167.0,64.0,1,32,3,0.0,0.0,0.0,0.0,64,91,102,80,27,22,91,54,21,94,45,40,31,15
165.0,85.0,2,27,4,47.0,0.0,0.0,114.0,94,90,110,126,37,23,102,59,25,87,76,40,48,16
0.0,0.0,1,40,5,0.0,0.0,0.0,0.0,88,97,96,99,32,22,91,46,22,71,53,34,36,24
168.0,62.0,2,43,1,0.0,0.0,0.0,0.0,101,82,124,128,44,23,91,71,25,94,72,40,37,23
174.0,66.0,1,20,3,44.0,58.0,41.0,90.0,62,97,106,109,28,22,109,40,23,98,51,35,35,22
0.0,0.0,1,36,4,0.0,0.0,0.0,0.0,81,83,115,100,49,24,105,47,30,86,55,43,48,30
0.0,0.0,2,28,5,42.0,0.0,0.0,89.0,116,98,129,115,42,23,110,74,34,84,65,44,41,29
167.0,65.0,1,46,2,43.0,0.0,0.0,95.0,69,98,96,104,31,24,97,59,30,79,46,34,40,28
165.0,66.0,1,45,5,46.0,0.0,0.0,100.0,85,86,128,106,36,20,128,48,27,100,80,45,41,22
0.0,0.0,2,47,3,0.0,0.0,0.0,0.0,104,102,122,129,48,25,128,78,33,80,61,47,42,22
0.0,0.0,2,43,4,42.0,0.0,0.0,88.0,74,89,101,83,32,21,98,50,29,76,57,36,33,21
0.0,0.0,2,42,3,0.0,0.0,0.0,0.0,74,98,106,85,25,22,87,59,23,84,57,34,36,28
168.0,78.0,2,48,1,0.0,0.0,0.0,0.0,90,100,110,105,31,21,86,53,27,89,52,39,38,29
174.0,87.0,1,39,5,0.0,0.0,0.0,0.0,72,79,94,98,32,20,80,56,24,90,59,35,37,24
0.0,0.0,2,30,2,53.0,0.0,0.0,118.0,79,111,104,93,50,20,97,69,27,105,79,36,44,15
0.0,0.0,1,22,3,0.0,0.0,0.0,0.0,79,88,105,85,27,22,103,58,25,91,50,30,40,25
0.0,0.0,1,16,3,42.0,0.0,0.0,92.0,95,82,124,108,48,22,127,64,30,98,80,46,44,29
183.0,75.0,1,29,2,45.0,63.0,40.0,99.0,71,100,118,97,48,22,111,65,32,82,78,38,39,26
168.0,68.0,1,42,5,46.0,60.0,41.0,99.0,89,87,96,94,35,23,121,47,32,105,61,48,44,26
167.0,62.0,2,40,5,0.0,0.0,0.0,0.0,92,110,104,116,34,25,117,58,28,84,68,38,48,15
163.0,58.0,2,23,2,43.0,0.0,0.0,90.0,60,96,90,100,25,23,99,48,24,95,50,34,35,21
172.0,62.0,1,29,2,43.0,0.0,0.0,93.0,61,90,91,85,31,21,80,54,26,73,59,36,38,26
0.0,0.0,1,32,5,44.0,0.0,0.0,95.5,109,100,100,97,35,23,92,66,29,81,74,42,37,27
169.0,50.0,2,31,5,42.0,0.0,0.0,86.0,105,90,122,116,41,25,129,51,31,84,69,45,50,28
165.0,60.0,2,22,1,45.0,59.0,41.0,98.0,60,76,92,110,30,20,96,47,21,80,49,33,32,24
0.0,0.0,1,29,4,0.0,0.0,0.0,0.0,85,78,102,83,34,20,85,40,27,71,42,34,40,16
165.0,73.0,2,19,3,45.0,0.0,0.0,102.0,112,103,90,101,37,24,122,63,25,101,80,39,46,30
155.0,52.0,1,50,2,42.0,57.0,38.0,9.0,62,99,103,104,32,24,89,41,20,95,40,35,39,23
172.0,66.0,2,31,1,43.0,0.0,0.0,98.0,118,99,94,101,49,20,112,69,29,105,71,45,44,28
0.0,0.0,1,32,3,47.0,0.0,0.0,0.0,81,99,103,101,25,23,97,44,23,82,49,39,40,28
176.0,90.0,1,38,3,47.0,60.0,45.0,110.0,88,94,117,97,32,22,103,53,32,95,72,38,46,16
178.0,83.0,1,35,5,0.0,0.0,0.0,0.0,117,101,110,115,34,22,98,48,29,87,57,38,40,16
0.0,0.0,1,43,3,43.0,0.0,0.0,98.0,88,86,111,94,44,23,118,66,29,94,59,35,40,25
160.0,65.0,1,47,5,0.0,0.0,0.0,0.0,72,99,108,103,37,20,127,61,34,93,80,43,37,17
0.0,0.0,1,31,5,44.0,57.0,41.5,101.0,108,108,129,102,50,24,121,65,31,93,75,35,46,16
165.0,57.0,1,35,2,42.0,0.0,0.0,92.0,88,83,113,108,37,20,107,57,33,105,75,44,47,30
0.0,0.0,1,46,5,43.0,56.0,39.0,90.0,101,97,106,108,47,22,113,77,32,83,67,46,43,28
0.0,0.0,2,22,3,0.0,0.0,0.0,0.0,104,101,112,121,49,21,92,53,31,102,72,40,41,27
175.0,76.0,2,34,5,0.0,0.0,0.0,0.0,69,93,101,100,33,21,84,45,21,87,41,31,34,25
167.0,70.0,2,39,2,45.0,57.0,40.0,98.0,84,73,91,84,26,22,93,56,29,87,40,38,31,16
0.0,0.0,2,24,1,0.0,0.0,0.0,0.0,76,78,103,105,25,23,89,44,23,98,45,31,38,30
0.0,0.0,2,50,3,0.0,0.0,0.0,0.0,75,92,105,110,29,25,88,41,24,99,42,37,39,29
1.0,3.0,2,29,5,41.0,62.5,39.0,89.0,64,78,109,93,31,20,88,49,25,96,60,36,39,20
0.0,0.0,1,47,2,47.0,0.0,0.0,105.0,61,73,97,80,32,23,84,58,26,96,48,33,36,18
0.0,0.0,1,41,3,0.0,0.0,0.0,0.0,110,106,94,127,30,21,93,63,34,100,78,45,39,27
0.0,0.0,1,49,4,45.0,59.0,40.0,99.0,101,113,104,112,35,23,115,47,26,80,52,37,44,28
